subj_idx,response,cond,rt,trial,split_by,feedback,q_init
4,0.0,EF,0.832,34.0,2,1.0,0.5
4,0.0,CD,0.706,34.0,1,0.0,0.5
4,1.0,CD,1.376,35.0,1,1.0,0.5
4,0.0,AB,1.869,35.0,0,0.0,0.5
4,0.0,EF,1.3,35.0,2,1.0,0.5
4,0.0,AB,2.084,36.0,0,0.0,0.5
4,1.0,CD,1.827,36.0,1,0.0,0.5
4,0.0,EF,1.669,36.0,2,0.0,0.5
4,1.0,CD,1.301,37.0,1,1.0,0.5
4,1.0,AB,3.379,37.0,0,0.0,0.5
4,0.0,EF,1.232,37.0,2,1.0,0.5
4,0.0,AB,1.937,38.0,0,0.0,0.5
4,0.0,EF,0.959,38.0,2,1.0,0.5
4,1.0,CD,1.555,38.0,1,0.0,0.5
4,0.0,AB,1.489,39.0,0,0.0,0.5
4,0.0,EF,0.992,39.0,2,0.0,0.5
4,0.0,CD,1.171,39.0,1,0.0,0.5
4,0.0,AB,2.887,40.0,0,0.0,0.5
4,1.0,EF,1.207,40.0,2,1.0,0.5
4,0.0,CD,1.921,40.0,1,1.0,0.5
4,0.0,EF,1.284,41.0,2,1.0,0.5
4,0.0,AB,1.147,41.0,0,0.0,0.5
4,0.0,CD,2.48,41.0,1,1.0,0.5
4,0.0,CD,0.737,42.0,1,0.0,0.5
4,1.0,AB,1.533,42.0,0,1.0,0.5
4,0.0,EF,1.979,42.0,2,0.0,0.5
4,1.0,EF,1.551,43.0,2,0.0,0.5
4,1.0,AB,4.811,43.0,0,0.0,0.5
4,0.0,CD,0.936,43.0,1,1.0,0.5
4,1.0,EF,0.949,44.0,2,1.0,0.5
4,1.0,AB,1.273,44.0,0,1.0,0.5
4,0.0,CD,2.281,44.0,1,1.0,0.5
4,1.0,AB,1.057,45.0,0,1.0,0.5
4,1.0,EF,1.162,45.0,2,1.0,0.5
4,0.0,CD,1.046,45.0,1,1.0,0.5
4,0.0,CD,0.864,46.0,1,0.0,0.5
4,0.0,AB,2.824,46.0,0,0.0,0.5
4,1.0,EF,0.827,46.0,2,1.0,0.5
4,0.0,AB,1.589,47.0,0,0.0,0.5
4,1.0,EF,1.017,47.0,2,1.0,0.5
4,0.0,CD,1.082,47.0,1,0.0,0.5
4,1.0,EF,1.034,48.0,2,0.0,0.5
4,0.0,AB,0.971,48.0,0,0.0,0.5
4,1.0,CD,1.079,48.0,1,1.0,0.5
4,0.0,AB,1.655,49.0,0,0.0,0.5
4,1.0,CD,0.936,49.0,1,1.0,0.5
4,0.0,EF,0.805,49.0,2,1.0,0.5
4,0.0,EF,0.848,50.0,2,0.0,0.5
4,1.0,CD,2.112,50.0,1,1.0,0.5
4,0.0,AB,1.0,50.0,0,0.0,0.5
4,0.0,EF,1.146,51.0,2,1.0,0.5
4,1.0,AB,0.728,51.0,0,1.0,0.5
4,1.0,CD,1.054,51.0,1,1.0,0.5
4,1.0,CD,1.046,52.0,1,1.0,0.5
4,0.0,EF,1.392,52.0,2,0.0,0.5
4,0.0,AB,0.963,52.0,0,1.0,0.5
4,0.0,CD,0.872,53.0,1,0.0,0.5
4,1.0,EF,1.679,53.0,2,0.0,0.5
4,1.0,AB,0.976,53.0,0,0.0,0.5
4,0.0,AB,0.731,54.0,0,0.0,0.5
4,1.0,EF,1.202,54.0,2,1.0,0.5
4,0.0,CD,3.124,54.0,1,1.0,0.5
4,1.0,EF,2.347,55.0,2,1.0,0.5
4,1.0,AB,1.192,55.0,0,0.0,0.5
4,0.0,CD,2.315,55.0,1,0.0,0.5
4,1.0,EF,0.874,56.0,2,1.0,0.5
4,0.0,AB,1.273,56.0,0,0.0,0.5
4,1.0,CD,2.066,56.0,1,1.0,0.5
4,1.0,CD,1.003,57.0,1,0.0,0.5
4,0.0,EF,0.941,57.0,2,1.0,0.5
4,1.0,AB,0.763,57.0,0,0.0,0.5
4,1.0,CD,1.135,58.0,1,0.0,0.5
4,0.0,EF,1.46,58.0,2,0.0,0.5
4,0.0,AB,3.709,58.0,0,0.0,0.5
4,0.0,CD,1.02,59.0,1,1.0,0.5
4,0.0,EF,0.974,59.0,2,1.0,0.5
4,1.0,AB,1.321,59.0,0,1.0,0.5
4,0.0,AB,1.368,60.0,0,1.0,0.5
4,0.0,EF,1.668,60.0,2,1.0,0.5
4,0.0,CD,1.628,60.0,1,1.0,0.5
4,1.0,AB,2.631,61.0,0,1.0,0.5
4,0.0,CD,1.313,61.0,1,1.0,0.5
4,0.0,EF,0.816,61.0,2,0.0,0.5
4,1.0,AB,1.306,62.0,0,1.0,0.5
4,0.0,CD,2.632,62.0,1,0.0,0.5
4,1.0,EF,0.69,62.0,2,0.0,0.5
4,0.0,CD,1.441,63.0,1,0.0,0.5
4,1.0,EF,2.098,63.0,2,1.0,0.5
4,1.0,AB,0.921,63.0,0,1.0,0.5
4,1.0,CD,1.815,64.0,1,0.0,0.5
4,1.0,EF,2.21,64.0,2,0.0,0.5
4,1.0,AB,2.22,64.0,0,1.0,0.5
4,1.0,AB,0.847,65.0,0,1.0,0.5
4,1.0,EF,1.08,65.0,2,1.0,0.5
4,0.0,CD,0.912,65.0,1,0.0,0.5
4,1.0,EF,1.518,66.0,2,1.0,0.5
4,1.0,AB,1.045,66.0,0,1.0,0.5
4,1.0,CD,1.351,66.0,1,1.0,0.5
4,1.0,CD,1.291,67.0,1,1.0,0.5
4,1.0,EF,0.963,67.0,2,1.0,0.5
4,1.0,AB,1.183,67.0,0,1.0,0.5
4,1.0,CD,1.867,68.0,1,0.0,0.5
4,0.0,AB,1.842,68.0,0,0.0,0.5
4,1.0,EF,1.579,68.0,2,1.0,0.5
4,1.0,CD,1.568,69.0,1,0.0,0.5
4,1.0,EF,1.684,69.0,2,0.0,0.5
4,1.0,AB,1.484,69.0,0,1.0,0.5
4,1.0,AB,1.075,70.0,0,1.0,0.5
4,1.0,CD,1.379,70.0,1,0.0,0.5
4,1.0,EF,1.159,70.0,2,1.0,0.5
4,0.0,CD,1.62,71.0,1,1.0,0.5
4,1.0,EF,0.685,71.0,2,1.0,0.5
4,1.0,AB,1.037,71.0,0,1.0,0.5
4,1.0,AB,0.935,72.0,0,0.0,0.5
4,0.0,CD,1.42,72.0,1,1.0,0.5
4,1.0,EF,1.526,72.0,2,1.0,0.5
4,1.0,EF,1.204,73.0,2,0.0,0.5
4,0.0,AB,1.399,73.0,0,0.0,0.5
4,0.0,CD,1.225,73.0,1,0.0,0.5
4,1.0,EF,1.036,74.0,2,1.0,0.5
4,1.0,CD,3.012,74.0,1,1.0,0.5
4,1.0,AB,1.735,74.0,0,1.0,0.5
4,1.0,AB,1.285,75.0,0,0.0,0.5
4,1.0,CD,1.436,75.0,1,0.0,0.5
4,1.0,EF,1.486,75.0,2,0.0,0.5
4,0.0,CD,1.109,76.0,1,0.0,0.5
4,1.0,AB,1.1,76.0,0,1.0,0.5
4,1.0,EF,1.594,76.0,2,0.0,0.5
4,0.0,EF,1.014,77.0,2,0.0,0.5
4,1.0,AB,0.905,77.0,0,1.0,0.5
4,1.0,CD,1.759,77.0,1,1.0,0.5
4,1.0,CD,1.021,78.0,1,0.0,0.5
4,0.0,AB,1.638,78.0,0,1.0,0.5
4,0.0,EF,1.312,78.0,2,0.0,0.5
4,0.0,CD,1.198,79.0,1,1.0,0.5
4,0.0,EF,1.177,79.0,2,0.0,0.5
4,1.0,AB,1.013,79.0,0,1.0,0.5
4,0.0,AB,1.12,80.0,0,0.0,0.5
4,0.0,CD,1.174,80.0,1,1.0,0.5
4,1.0,EF,1.186,80.0,2,1.0,0.5
4,0.0,EF,0.933,81.0,2,1.0,0.5
4,0.0,CD,1.626,81.0,1,1.0,0.5
4,1.0,AB,2.429,81.0,0,1.0,0.5
4,0.0,EF,0.862,82.0,2,1.0,0.5
4,1.0,AB,1.808,82.0,0,1.0,0.5
4,0.0,CD,0.818,82.0,1,0.0,0.5
4,1.0,AB,1.348,83.0,0,0.0,0.5
4,0.0,EF,1.513,83.0,2,0.0,0.5
4,1.0,CD,1.312,83.0,1,0.0,0.5
4,0.0,EF,1.03,84.0,2,0.0,0.5
4,1.0,CD,1.904,84.0,1,0.0,0.5
4,0.0,AB,1.103,84.0,0,0.0,0.5
4,0.0,EF,0.454,85.0,2,1.0,0.5
4,1.0,AB,1.582,85.0,0,1.0,0.5
4,0.0,CD,0.602,85.0,1,0.0,0.5
4,1.0,EF,0.853,86.0,2,0.0,0.5
4,1.0,CD,0.917,86.0,1,0.0,0.5
4,0.0,AB,0.835,86.0,0,0.0,0.5
4,0.0,CD,0.812,87.0,1,1.0,0.5
4,1.0,AB,1.023,87.0,0,1.0,0.5
4,0.0,EF,1.401,87.0,2,0.0,0.5
4,1.0,AB,0.684,88.0,0,1.0,0.5
4,0.0,CD,0.899,88.0,1,0.0,0.5
4,0.0,EF,0.762,88.0,2,1.0,0.5
4,0.0,CD,0.903,89.0,1,1.0,0.5
4,1.0,AB,0.717,89.0,0,1.0,0.5
4,0.0,EF,0.619,89.0,2,0.0,0.5
4,1.0,AB,1.685,90.0,0,0.0,0.5
4,0.0,CD,0.684,90.0,1,0.0,0.5
4,0.0,EF,2.027,90.0,2,0.0,0.5
4,1.0,AB,0.758,91.0,0,1.0,0.5
4,0.0,CD,1.042,91.0,1,0.0,0.5
4,0.0,EF,1.1,91.0,2,1.0,0.5
4,0.0,CD,0.643,92.0,1,0.0,0.5
4,0.0,EF,0.907,92.0,2,0.0,0.5
4,1.0,AB,0.954,92.0,0,1.0,0.5
4,0.0,EF,0.759,93.0,2,1.0,0.5
4,0.0,CD,0.844,93.0,1,0.0,0.5
4,1.0,AB,2.5,93.0,0,1.0,0.5
4,0.0,CD,1.436,94.0,1,1.0,0.5
4,1.0,AB,0.861,94.0,0,1.0,0.5
4,0.0,EF,0.998,94.0,2,0.0,0.5
4,1.0,AB,0.689,95.0,0,1.0,0.5
4,0.0,CD,2.024,95.0,1,0.0,0.5
4,0.0,EF,0.707,95.0,2,0.0,0.5
4,1.0,AB,0.721,96.0,0,0.0,0.5
4,0.0,CD,0.743,96.0,1,0.0,0.5
4,0.0,EF,1.556,96.0,2,1.0,0.5
4,0.0,EF,0.649,97.0,2,0.0,0.5
4,1.0,AB,1.513,97.0,0,0.0,0.5
4,1.0,CD,1.225,97.0,1,1.0,0.5
4,1.0,CD,1.226,98.0,1,1.0,0.5
4,0.0,AB,1.805,98.0,0,0.0,0.5
4,1.0,EF,2.015,98.0,2,1.0,0.5
4,1.0,EF,0.746,99.0,2,0.0,0.5
4,1.0,AB,1.135,99.0,0,0.0,0.5
4,0.0,CD,1.26,99.0,1,0.0,0.5
4,0.0,AB,0.797,100.0,0,0.0,0.5
4,0.0,CD,0.824,100.0,1,0.0,0.5
4,0.0,EF,0.746,100.0,2,0.0,0.5
4,0.0,EF,1.803,101.0,2,0.0,0.5
4,0.0,CD,0.783,101.0,1,0.0,0.5
4,1.0,AB,1.425,101.0,0,0.0,0.5
4,0.0,EF,0.732,102.0,2,0.0,0.5
4,0.0,AB,1.073,102.0,0,0.0,0.5
4,0.0,CD,1.377,102.0,1,0.0,0.5
4,0.0,EF,0.613,103.0,2,0.0,0.5
4,0.0,AB,0.744,103.0,0,0.0,0.5
4,1.0,CD,1.101,103.0,1,1.0,0.5
4,1.0,AB,1.772,104.0,0,1.0,0.5
4,1.0,EF,1.015,104.0,2,1.0,0.5
4,1.0,CD,0.818,104.0,1,1.0,0.5
4,0.0,EF,0.82,105.0,2,0.0,0.5
4,1.0,CD,1.925,105.0,1,1.0,0.5
4,1.0,AB,1.276,105.0,0,1.0,0.5
4,1.0,EF,1.108,106.0,2,1.0,0.5
4,1.0,CD,1.083,106.0,1,1.0,0.5
4,1.0,AB,1.418,106.0,0,0.0,0.5
4,1.0,CD,1.116,107.0,1,0.0,0.5
4,1.0,AB,0.874,107.0,0,1.0,0.5
4,1.0,EF,0.93,107.0,2,1.0,0.5
4,1.0,EF,1.136,108.0,2,1.0,0.5
4,1.0,CD,0.573,108.0,1,0.0,0.5
4,1.0,AB,0.546,108.0,0,1.0,0.5
4,1.0,CD,1.262,109.0,1,1.0,0.5
4,1.0,EF,1.408,109.0,2,1.0,0.5
4,1.0,AB,2.45,109.0,0,1.0,0.5
4,1.0,EF,0.715,110.0,2,1.0,0.5
4,1.0,AB,1.417,110.0,0,1.0,0.5
4,1.0,CD,2.034,110.0,1,1.0,0.5
4,1.0,EF,3.524,111.0,2,0.0,0.5
4,1.0,AB,0.723,111.0,0,1.0,0.5
4,1.0,CD,1.033,111.0,1,1.0,0.5
4,1.0,AB,1.018,112.0,0,1.0,0.5
4,1.0,CD,0.828,112.0,1,0.0,0.5
4,1.0,EF,0.703,112.0,2,1.0,0.5
4,1.0,EF,0.733,113.0,2,1.0,0.5
4,1.0,CD,1.034,113.0,1,1.0,0.5
4,1.0,AB,0.779,113.0,0,0.0,0.5
4,1.0,AB,1.055,114.0,0,1.0,0.5
4,1.0,EF,1.144,114.0,2,0.0,0.5
4,1.0,CD,1.773,114.0,1,1.0,0.5
4,1.0,CD,1.201,115.0,1,1.0,0.5
4,1.0,EF,0.812,115.0,2,1.0,0.5
4,1.0,AB,1.734,115.0,0,1.0,0.5
4,1.0,EF,1.468,116.0,2,1.0,0.5
4,1.0,CD,2.292,116.0,1,1.0,0.5
4,1.0,AB,0.684,116.0,0,1.0,0.5
4,1.0,AB,0.899,117.0,0,1.0,0.5
4,1.0,CD,1.554,117.0,1,1.0,0.5
4,1.0,EF,1.574,117.0,2,1.0,0.5
4,1.0,AB,0.963,118.0,0,1.0,0.5
4,1.0,EF,0.991,118.0,2,1.0,0.5
4,1.0,CD,1.499,118.0,1,1.0,0.5
4,1.0,EF,0.73,119.0,2,0.0,0.5
4,1.0,AB,0.719,119.0,0,1.0,0.5
4,1.0,CD,1.35,119.0,1,1.0,0.5
4,1.0,CD,1.282,120.0,1,1.0,0.5
4,1.0,AB,0.946,120.0,0,1.0,0.5
4,1.0,EF,0.782,120.0,2,0.0,0.5
5,1.0,AB,1.755,1.0,0,1.0,0.5
5,0.0,CD,1.127,1.0,1,0.0,0.5
5,0.0,EF,0.902,1.0,2,1.0,0.5
5,0.0,CD,0.844,2.0,1,1.0,0.5
5,0.0,EF,0.901,2.0,2,1.0,0.5
5,0.0,AB,0.884,2.0,0,0.0,0.5
5,0.0,CD,0.891,3.0,1,0.0,0.5
5,1.0,AB,1.603,3.0,0,1.0,0.5
5,0.0,EF,1.405,3.0,2,0.0,0.5
5,1.0,AB,1.328,4.0,0,1.0,0.5
5,0.0,EF,0.87,4.0,2,0.0,0.5
5,0.0,CD,0.83,4.0,1,0.0,0.5
5,0.0,CD,1.0,5.0,1,0.0,0.5
5,1.0,AB,0.963,5.0,0,0.0,0.5
5,0.0,EF,1.335,5.0,2,0.0,0.5
5,0.0,EF,0.869,6.0,2,1.0,0.5
5,0.0,CD,0.924,6.0,1,1.0,0.5
5,1.0,AB,1.331,6.0,0,1.0,0.5
5,0.0,CD,0.873,7.0,1,0.0,0.5
5,1.0,AB,1.073,7.0,0,1.0,0.5
5,1.0,EF,0.937,7.0,2,1.0,0.5
5,0.0,CD,0.742,8.0,1,1.0,0.5
5,1.0,AB,0.867,8.0,0,1.0,0.5
5,0.0,EF,0.651,8.0,2,0.0,0.5
5,0.0,CD,1.028,9.0,1,1.0,0.5
5,0.0,EF,1.046,9.0,2,0.0,0.5
5,1.0,AB,0.951,9.0,0,1.0,0.5
5,0.0,CD,0.892,10.0,1,1.0,0.5
5,0.0,AB,2.395,10.0,0,0.0,0.5
5,0.0,EF,0.751,10.0,2,0.0,0.5
5,0.0,CD,0.779,11.0,1,0.0,0.5
5,0.0,EF,1.167,11.0,2,1.0,0.5
5,1.0,AB,0.987,11.0,0,1.0,0.5
5,1.0,AB,1.599,12.0,0,1.0,0.5
5,0.0,EF,0.617,12.0,2,0.0,0.5
5,0.0,CD,0.867,12.0,1,0.0,0.5
5,1.0,EF,1.092,13.0,2,0.0,0.5
5,1.0,AB,1.114,13.0,0,0.0,0.5
5,0.0,CD,1.058,13.0,1,1.0,0.5
5,0.0,CD,0.682,14.0,1,0.0,0.5
5,1.0,AB,1.097,14.0,0,1.0,0.5
5,1.0,EF,1.544,14.0,2,1.0,0.5
5,0.0,EF,1.406,15.0,2,1.0,0.5
5,0.0,CD,0.96,15.0,1,0.0,0.5
5,1.0,AB,1.213,15.0,0,1.0,0.5
5,0.0,CD,0.688,16.0,1,1.0,0.5
5,1.0,AB,0.967,16.0,0,1.0,0.5
5,0.0,EF,0.82,16.0,2,0.0,0.5
5,1.0,AB,0.973,17.0,0,0.0,0.5
5,0.0,EF,1.194,17.0,2,0.0,0.5
5,0.0,CD,1.996,17.0,1,0.0,0.5
5,0.0,CD,0.592,18.0,1,1.0,0.5
5,0.0,EF,0.635,18.0,2,0.0,0.5
5,1.0,AB,0.909,18.0,0,1.0,0.5
5,1.0,AB,0.939,19.0,0,1.0,0.5
5,1.0,EF,0.969,19.0,2,1.0,0.5
5,1.0,CD,1.284,19.0,1,0.0,0.5
5,0.0,EF,1.34,20.0,2,1.0,0.5
5,1.0,AB,0.882,20.0,0,1.0,0.5
5,0.0,CD,0.577,20.0,1,1.0,0.5
5,0.0,CD,0.689,21.0,1,1.0,0.5
5,0.0,EF,0.672,21.0,2,0.0,0.5
5,1.0,AB,0.873,21.0,0,0.0,0.5
5,1.0,AB,0.728,22.0,0,1.0,0.5
5,0.0,EF,1.367,22.0,2,1.0,0.5
5,0.0,CD,1.37,22.0,1,0.0,0.5
5,1.0,AB,0.999,23.0,0,1.0,0.5
5,1.0,CD,1.105,23.0,1,0.0,0.5
5,0.0,EF,0.84,23.0,2,0.0,0.5
5,0.0,CD,1.089,24.0,1,1.0,0.5
5,0.0,EF,1.328,24.0,2,0.0,0.5
5,1.0,AB,1.542,24.0,0,1.0,0.5
5,1.0,EF,0.676,25.0,2,0.0,0.5
5,1.0,CD,0.747,25.0,1,1.0,0.5
5,1.0,AB,1.897,25.0,0,1.0,0.5
5,1.0,EF,1.009,26.0,2,1.0,0.5
5,1.0,AB,0.755,26.0,0,0.0,0.5
5,1.0,CD,0.944,26.0,1,1.0,0.5
5,0.0,CD,1.101,27.0,1,1.0,0.5
5,0.0,EF,0.884,27.0,2,0.0,0.5
5,1.0,AB,0.891,27.0,0,0.0,0.5
5,0.0,CD,0.986,28.0,1,0.0,0.5
5,0.0,EF,1.253,28.0,2,0.0,0.5
5,1.0,AB,0.902,28.0,0,1.0,0.5
5,1.0,AB,0.814,29.0,0,1.0,0.5
5,0.0,CD,0.88,29.0,1,0.0,0.5
5,0.0,EF,0.784,29.0,2,0.0,0.5
5,0.0,EF,1.523,30.0,2,0.0,0.5
5,1.0,AB,0.737,30.0,0,1.0,0.5
5,1.0,CD,1.278,30.0,1,0.0,0.5
5,1.0,AB,0.678,31.0,0,1.0,0.5
5,1.0,EF,0.982,31.0,2,0.0,0.5
5,0.0,CD,0.802,31.0,1,0.0,0.5
5,0.0,CD,0.629,32.0,1,0.0,0.5
5,0.0,EF,0.918,32.0,2,0.0,0.5
5,1.0,AB,0.78,32.0,0,1.0,0.5
5,1.0,AB,0.736,33.0,0,0.0,0.5
5,0.0,EF,0.613,33.0,2,0.0,0.5
5,1.0,CD,0.792,33.0,1,0.0,0.5
5,1.0,EF,2.323,34.0,2,1.0,0.5
5,1.0,CD,1.113,34.0,1,1.0,0.5
5,1.0,AB,0.832,34.0,0,1.0,0.5
5,1.0,EF,1.194,35.0,2,1.0,0.5
5,1.0,CD,0.733,35.0,1,1.0,0.5
5,1.0,AB,0.938,35.0,0,1.0,0.5
5,0.0,EF,2.071,36.0,2,1.0,0.5
5,1.0,AB,1.44,36.0,0,1.0,0.5
5,1.0,CD,1.057,36.0,1,0.0,0.5
5,1.0,EF,1.554,37.0,2,0.0,0.5
5,1.0,AB,1.062,37.0,0,1.0,0.5
5,1.0,CD,0.759,37.0,1,1.0,0.5
5,1.0,EF,1.163,38.0,2,1.0,0.5
5,1.0,CD,1.144,38.0,1,1.0,0.5
5,1.0,AB,1.069,38.0,0,1.0,0.5
5,1.0,EF,0.998,39.0,2,0.0,0.5
5,1.0,CD,0.849,39.0,1,1.0,0.5
5,1.0,AB,0.714,39.0,0,1.0,0.5
5,1.0,CD,1.001,40.0,1,0.0,0.5
5,1.0,EF,1.387,40.0,2,1.0,0.5
5,1.0,AB,0.807,40.0,0,0.0,0.5
6,0.0,EF,3.501,1.0,2,0.0,0.5
6,1.0,AB,2.965,1.0,0,1.0,0.5
6,0.0,CD,1.601,1.0,1,0.0,0.5
6,1.0,EF,2.844,2.0,2,1.0,0.5
6,1.0,CD,5.181,2.0,1,1.0,0.5
6,1.0,AB,2.121,2.0,0,1.0,0.5
6,1.0,EF,1.703,3.0,2,0.0,0.5
6,1.0,CD,1.831,3.0,1,1.0,0.5
6,1.0,AB,1.12,3.0,0,1.0,0.5
6,1.0,AB,1.207,4.0,0,0.0,0.5
6,1.0,CD,1.793,4.0,1,1.0,0.5
6,1.0,EF,1.493,4.0,2,1.0,0.5
6,1.0,EF,1.9,5.0,2,1.0,0.5
6,1.0,CD,1.795,5.0,1,1.0,0.5
6,1.0,AB,1.71,5.0,0,0.0,0.5
6,1.0,CD,3.206,6.0,1,1.0,0.5
6,1.0,EF,1.328,6.0,2,0.0,0.5
6,1.0,AB,1.399,6.0,0,1.0,0.5
6,0.0,AB,1.233,7.0,0,0.0,0.5
6,1.0,EF,1.795,7.0,2,0.0,0.5
6,0.0,CD,1.942,7.0,1,0.0,0.5
6,1.0,EF,1.555,8.0,2,1.0,0.5
6,1.0,CD,2.368,8.0,1,0.0,0.5
6,1.0,AB,1.628,8.0,0,1.0,0.5
6,0.0,EF,1.527,9.0,2,0.0,0.5
6,0.0,AB,2.308,9.0,0,0.0,0.5
6,0.0,CD,3.811,9.0,1,0.0,0.5
6,0.0,AB,2.287,10.0,0,1.0,0.5
6,1.0,CD,4.118,10.0,1,0.0,0.5
6,1.0,EF,1.196,10.0,2,1.0,0.5
6,1.0,CD,1.776,11.0,1,1.0,0.5
6,0.0,AB,1.204,11.0,0,0.0,0.5
6,1.0,EF,1.559,11.0,2,0.0,0.5
6,1.0,AB,1.435,12.0,0,1.0,0.5
6,1.0,EF,1.677,12.0,2,1.0,0.5
6,0.0,CD,2.581,12.0,1,0.0,0.5
6,1.0,EF,0.777,13.0,2,0.0,0.5
6,0.0,CD,2.749,13.0,1,0.0,0.5
6,1.0,AB,4.489,13.0,0,1.0,0.5
6,0.0,CD,3.754,14.0,1,0.0,0.5
6,1.0,EF,5.063,14.0,2,1.0,0.5
6,0.0,AB,1.552,14.0,0,1.0,0.5
6,1.0,EF,1.134,15.0,2,1.0,0.5
6,0.0,CD,1.642,15.0,1,0.0,0.5
6,1.0,AB,1.844,15.0,0,1.0,0.5
6,0.0,CD,1.253,16.0,1,0.0,0.5
6,0.0,AB,1.559,16.0,0,1.0,0.5
6,1.0,EF,0.995,16.0,2,1.0,0.5
6,1.0,CD,2.55,17.0,1,1.0,0.5
6,1.0,EF,0.939,17.0,2,0.0,0.5
6,1.0,AB,3.056,17.0,0,1.0,0.5
6,1.0,CD,2.01,18.0,1,1.0,0.5
6,0.0,AB,2.524,18.0,0,0.0,0.5
6,1.0,EF,1.395,18.0,2,0.0,0.5
6,1.0,AB,2.318,19.0,0,1.0,0.5
6,1.0,CD,1.852,19.0,1,1.0,0.5
6,1.0,EF,0.877,19.0,2,1.0,0.5
6,0.0,AB,1.326,20.0,0,0.0,0.5
6,1.0,CD,2.947,20.0,1,0.0,0.5
6,1.0,EF,1.169,20.0,2,0.0,0.5
6,1.0,CD,5.603,21.0,1,1.0,0.5
6,1.0,AB,2.624,21.0,0,0.0,0.5
6,1.0,EF,2.674,21.0,2,1.0,0.5
6,1.0,EF,1.234,22.0,2,0.0,0.5
6,1.0,CD,2.867,22.0,1,0.0,0.5
6,1.0,AB,1.435,22.0,0,1.0,0.5
6,1.0,CD,0.629,23.0,1,1.0,0.5
6,0.0,AB,0.719,23.0,0,1.0,0.5
6,1.0,EF,0.709,23.0,2,0.0,0.5
6,0.0,AB,0.532,24.0,0,1.0,0.5
6,1.0,EF,0.673,24.0,2,1.0,0.5
6,0.0,CD,0.569,24.0,1,0.0,0.5
6,0.0,CD,1.484,25.0,1,0.0,0.5
6,1.0,AB,1.612,25.0,0,1.0,0.5
6,1.0,EF,1.406,25.0,2,1.0,0.5
6,0.0,EF,0.626,26.0,2,0.0,0.5
6,0.0,AB,2.723,26.0,0,0.0,0.5
6,1.0,CD,1.938,26.0,1,1.0,0.5
6,1.0,AB,3.783,27.0,0,0.0,0.5
6,1.0,EF,1.219,27.0,2,1.0,0.5
6,0.0,CD,2.077,27.0,1,1.0,0.5
6,0.0,EF,1.357,28.0,2,0.0,0.5
6,1.0,CD,4.082,28.0,1,0.0,0.5
6,1.0,AB,4.394,28.0,0,0.0,0.5
6,1.0,CD,4.742,29.0,1,1.0,0.5
6,1.0,EF,1.7,29.0,2,1.0,0.5
6,0.0,AB,3.163,29.0,0,0.0,0.5
6,1.0,EF,5.16,30.0,2,0.0,0.5
6,1.0,AB,2.229,30.0,0,1.0,0.5
6,1.0,CD,2.463,30.0,1,1.0,0.5
6,0.0,EF,2.113,31.0,2,1.0,0.5
6,1.0,AB,2.375,31.0,0,1.0,0.5
6,1.0,CD,1.444,31.0,1,1.0,0.5
6,1.0,EF,2.757,32.0,2,0.0,0.5
6,1.0,CD,2.353,32.0,1,1.0,0.5
6,0.0,AB,3.639,32.0,0,1.0,0.5
6,0.0,AB,1.737,33.0,0,0.0,0.5
6,1.0,EF,2.662,33.0,2,1.0,0.5
6,1.0,CD,2.023,33.0,1,1.0,0.5
6,0.0,EF,1.777,34.0,2,0.0,0.5
6,0.0,AB,1.518,34.0,0,0.0,0.5
6,1.0,CD,1.787,34.0,1,0.0,0.5
6,0.0,AB,5.302,35.0,0,0.0,0.5
6,1.0,EF,2.167,35.0,2,1.0,0.5
6,1.0,CD,2.546,35.0,1,0.0,0.5
6,1.0,CD,1.4,36.0,1,1.0,0.5
6,0.0,AB,4.163,36.0,0,0.0,0.5
6,1.0,EF,2.264,36.0,2,1.0,0.5
6,1.0,EF,0.994,37.0,2,0.0,0.5
6,1.0,AB,1.492,37.0,0,1.0,0.5
6,1.0,CD,1.476,37.0,1,1.0,0.5
6,1.0,CD,0.772,38.0,1,1.0,0.5
6,0.0,EF,1.652,38.0,2,1.0,0.5
6,0.0,EF,1.452,39.0,2,1.0,0.5
6,1.0,CD,1.82,39.0,1,1.0,0.5
6,0.0,AB,1.223,39.0,0,0.0,0.5
6,1.0,CD,1.761,40.0,1,0.0,0.5
6,0.0,AB,1.51,40.0,0,1.0,0.5
6,0.0,EF,1.796,40.0,2,0.0,0.5
6,1.0,CD,1.683,41.0,1,1.0,0.5
6,1.0,EF,1.618,41.0,2,1.0,0.5
6,1.0,AB,1.86,41.0,0,1.0,0.5
6,1.0,EF,1.301,42.0,2,1.0,0.5
6,1.0,AB,1.037,42.0,0,1.0,0.5
6,1.0,CD,0.693,42.0,1,0.0,0.5
6,1.0,AB,2.397,43.0,0,1.0,0.5
6,1.0,EF,1.776,43.0,2,1.0,0.5
6,1.0,CD,1.356,43.0,1,1.0,0.5
6,1.0,EF,1.313,44.0,2,0.0,0.5
6,1.0,AB,2.103,44.0,0,0.0,0.5
6,1.0,CD,1.935,44.0,1,1.0,0.5
6,1.0,AB,1.94,45.0,0,1.0,0.5
6,1.0,EF,2.354,45.0,2,0.0,0.5
6,1.0,CD,1.59,45.0,1,1.0,0.5
6,1.0,EF,1.282,46.0,2,1.0,0.5
6,1.0,AB,1.233,46.0,0,1.0,0.5
6,0.0,CD,1.259,46.0,1,0.0,0.5
